hppy,inc_pm_n,age,age2,dgr,fem,mrd,_Iyear_1974,_Iyear_1976,_Iyear_1978,_Iyear_1980,_Iyear_1982,_Iyear_1984,_Iyear_1986,_Iyear_1988,_Iyear_1990,_Iyear_1991,_Iyear_1993,_Iyear_1994,_Iyear_1996,_Iyear_1998,_Iyear_2000,_Iyear_2002,_Iyear_2004,_Iyear_2006,wt_correction,year
3,-.087755211,62,3844,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.81821018,49,2401,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,-.68409479,67,4489,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.087755211,48,2304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.38592497,41,1681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.53152049,63,3969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.8859328,65,4225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.89969444,18,324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,.18747844,75,5625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.67950755,59,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.6038183,77,5929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.65886503,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,67,4489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,68,4624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.22537203,42,1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.049861614,53,2809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.7235449,32,1024,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,35,1225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.25628686,47,2209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.36298886,40,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.53500986,25,625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.81821018,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.68409479,25,625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,35,1225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,2.618685,57,3249,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.29418045,30,900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.53152049,53,2809,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.8584094,19,361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.8584094,22,484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.67262667,24,576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,.53152049,62,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.087755211,46,2116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.22537203,37,1369,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.486844,46,2116,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,25,625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.23913372,46,2116,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.29418045,43,1849,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.486844,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.29418045,27,729,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.38592497,28,784,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.15656362,45,2025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.053351004,33,1089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.75863719,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,60,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.67950755,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.36298886,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.29418045,30,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.81821018,51,2601,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.53152049,51,2601,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.053351004,39,1521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.46620148,39,1521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,73,5329,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.026925499,39,1521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.15656362,36,1296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.75863719,54,2916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,-.56941408,89,7921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.7235449,32,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.087755211,25,625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.39739305,76,5776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.18747844,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.47766954,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.79304141,33,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,70,4900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,2.618685,63,3969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.22537203,37,1369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,.25628686,45,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.22537203,70,4900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,42,1764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,2.618685,50,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,50,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,.45811519,32,1024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.78730738,36,1296,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.049861614,42,1764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.049861614,63,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.53500986,37,1369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.68409479,36,1296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.62446082,61,3721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.67262667,67,4489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,77,5929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,.049861614,66,4356,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.8859328,68,4624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.62446082,57,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.486844,81,6561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.83088607,44,1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.8584094,51,2601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.39739305,68,4624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.25628686,29,841,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.76600957,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.36298886,39,1521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,42,1764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.33546549,52,2704,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,2.618685,48,2304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.15656362,43,1849,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.84464771,29,841,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,58,3364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,1.4948382,62,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.53500986,63,3969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.36298886,28,784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,1.0819877,29,841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,.049861614,71,5041,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.22537203,72,5184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.87905192,35,1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.94556671,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.80336267,24,576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.33546549,39,1521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.55106521,46,2116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.15656362,29,841,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.049861614,66,4356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.67262667,76,5776,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.53152049,50,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,.049861614,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.72423303,64,4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,.53152049,67,4489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.25628686,44,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.84464771,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.15656362,27,729,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.80336267,45,2025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.53500986,57,3249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.91804338,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,-.83088607,79,6241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.67950755,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.59235024,28,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.78960103,57,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,1.4948382,74,5476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.62446082,74,5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.53500986,59,3481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.63822252,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,57,3249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,48,2304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.67950755,41,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.94556671,26,676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,42,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.72423303,36,1296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.62446082,86,7396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.22537203,71,5041,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.8584094,50,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.74831593,58,3364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,.25628686,41,1681,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.94687736,35,1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.93272251,18,324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
1,-.92033696,27,729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,2.618685,63,3969,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.39739305,59,3481,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.81821018,56,3136,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,1.4183686,42,1764,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.486844,38,1444,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,.25628686,43,1849,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,1.4183686,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,.53152049,31,961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.56941408,36,1296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,35,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.56941408,69,4761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.36298886,76,5776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,.25628686,50,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.77583933,69,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.56941408,63,3969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.83088607,64,4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.55106521,38,1444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.67950755,60,3600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.68982881,28,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.68409479,50,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,-.9232859,23,529,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.72996706,71,5041,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.36298886,42,1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,-.33546549,79,6241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.22537203,35,1225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.18747844,51,2601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,.049861614,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,.53152049,45,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.31133357,70,4900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,2.618685,55,3025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.049861614,64,4096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,1.4183686,53,2809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,1.4183686,79,6241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,.25628686,33,1089,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.25628686,48,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.087755211,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,65,4225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
1,-.36298886,84,7056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.65886503,31,961,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.53152049,34,1156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.18747844,54,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,-.38592497,67,4489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.15656362,32,1024,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.53500986,81,6561,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.36298886,42,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
3,.25628686,49,2401,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.087755211,69,4761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.53152049,37,1369,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,1.4948382,47,2209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.56941408,39,1521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,.53152049,28,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.47766954,56,3136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,-.33546549,31,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,-.36298886,28,784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.29418045,26,676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
1,.049861614,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.38592497,77,5929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
3,.53152049,76,5776,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.486844,43,1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,.87556255,44,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.47766954,29,841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.53500986,30,900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.59235024,36,1296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.6038183,73,5329,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.25628686,47,2209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,.53152049,50,2500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.68982881,31,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.165,1994
3,-.81024355,48,2304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.56941408,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.68409479,32,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
1,.53152049,57,3249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,.049861614,73,5329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
2,-.22537203,41,1681,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.72996706,40,1600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
3,-.36298886,43,1849,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6237,1994
2,.049861614,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.087755211,47,2209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.55106521,42,1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0825,1994
2,-.36298886,69,4761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.54119998,1994
